# Power spectra at z = 1000 [Mpc^3] from CLASS transfer functions;
# last column is the direct CLASS P_m(k) for cross-checking.
# k[1/Mpc]  P_b  P_cdm  P_m  P_m_direct
1.048420832260745641e+02 7.240858574751925476e-14 1.482217787760324692e-09 1.041315932199207872e-09 1.041434247121529653e-09
1.072841690613577015e+02 6.793855775164246017e-14 1.390759702635469366e-09 9.770630102745442468e-10 9.771740238253496480e-10
1.097831383831510266e+02 6.374261537752788114e-14 1.304915516216137537e-09 9.167540684605330226e-10 9.168582286539248018e-10
1.123403161780667290e+02 5.980249452498045792e-14 1.224312012776605583e-09 8.601269074970502046e-10 8.602246322076291467e-10
1.149570582956199303e+02 5.610502924236527538e-14 1.148670409259628571e-09 8.069856802429994113e-10 8.070773656856327591e-10
1.176347521671180090e+02 5.263576025241832090e-14 1.077693556337409441e-09 7.571216287933640229e-10 7.572076475651829995e-10
1.203748175412951156e+02 4.937793689318341743e-14 1.011049827562689791e-09 7.103017618527621498e-10 7.103824594094790486e-10
1.231787072370816674e+02 4.632281550469026997e-14 9.485430684705864129e-10 6.663882896365918921e-10 6.664639967742185624e-10
1.260479079139082756e+02 4.345587978319978278e-14 8.898853457340090148e-10 6.251789189265158684e-10 6.252499429498782949e-10
1.289839408599521562e+02 4.076393227483326410e-14 8.348155484297789106e-10 5.864902004572429742e-10 5.865568274709699630e-10
1.319883627987442765e+02 3.823090063891909681e-14 7.830271527419716456e-10 5.501067677986637957e-10 5.501692581744045148e-10
1.350627667145647877e+02 3.586249077514508587e-14 7.345650610475284942e-10 5.160602352842650501e-10 5.161188566754623330e-10
1.382087826970644358e+02 3.364320525680439026e-14 6.891398457222579141e-10 4.841472421424260525e-10 4.842022376960234342e-10
1.414280788055595792e+02 3.155816608566272334e-14 6.464736812300414521e-10 4.541725795475565650e-10 4.542241688945472211e-10
1.447223619534593695e+02 2.960024086377538633e-14 6.064146864469249678e-10 4.260295506876891004e-10 4.260779416277559594e-10
1.480933788132938105e+02 2.776026287185947596e-14 5.687814254917707791e-10 3.995906838336079352e-10 3.996360693873062819e-10
1.515429167428226549e+02 2.604020834647347687e-14 5.335713845075075366e-10 3.748542539423020746e-10 3.748968290829675765e-10
1.550728047327161789e+02 2.442323378216612052e-14 5.004850479369550656e-10 3.516097963849593620e-10 3.516497299077695244e-10
1.586849143763102177e+02 2.290634721454399034e-14 4.694450505595333397e-10 3.298029744660597802e-10 3.298404298145611748e-10
1.623811608619497235e+02 2.148323022839572610e-14 4.403232873186260189e-10 3.093437881972591862e-10 3.093789185416401700e-10
1.661635039884470189e+02 2.014778564272090980e-14 4.129960264753899413e-10 2.901453101651221248e-10 2.901782587096925207e-10
1.700339492041929645e+02 1.889548728257063125e-14 3.873667771385181885e-10 2.721397554147823227e-10 2.721706578782468792e-10
1.739945486704723692e+02 1.771939864779311291e-14 3.633020807042940279e-10 2.552333559082667612e-10 2.552623369205577332e-10
1.780474023495469851e+02 1.661775154801993586e-14 3.407525683609208946e-10 2.393914407122545592e-10 2.394186216590253770e-10
1.821946591180833082e+02 1.558368150344966799e-14 3.195881541353065201e-10 2.245226093794597139e-10 2.245481007036260706e-10
1.864385179065154148e+02 1.461349248436351417e-14 2.997312729764784084e-10 2.105723712513452478e-10 2.105962773198798593e-10
1.907812288649471668e+02 1.370203503103326796e-14 2.810819716808271403e-10 1.974705000798383050e-10 1.974929170155878358e-10
1.952250945562111326e+02 1.284838120016128549e-14 2.636084782920585478e-10 1.851946870342694533e-10 1.852157090411218423e-10
1.997724711767184544e+02 1.204793675798713668e-14 2.472219337835820403e-10 1.736825002197665959e-10 1.737022141594279255e-10
2.044257698057449204e+02 1.129686289207129925e-14 2.318468126441086900e-10 1.628808770918992422e-10 1.628993636673175952e-10
2.091874576838173425e+02 1.059239825198589839e-14 2.174246779080421080e-10 1.527487652253956214e-10 1.527661005341161602e-10
2.140600595208770756e+02 9.931221650522428835e-15 2.038902978397991656e-10 1.432403341437414887e-10 1.432565889839483472e-10
2.190461588349146211e+02 9.311565835035356669e-15 1.912028532602300726e-10 1.343269112172619317e-10 1.343421533347736621e-10
2.241483993217851207e+02 8.729695347138283101e-15 1.792914108425104488e-10 1.259586577216347097e-10 1.259729489219787690e-10
2.293694862569308839e+02 8.184557593123607814e-15 1.681286148395689669e-10 1.181163607300001454e-10 1.181297609391264033e-10
2.347121879297540374e+02 7.672971217928023993e-15 1.576535730220907444e-10 1.107572370254285161e-10 1.107698010861819614e-10
2.401793371114007414e+02 7.193453054908102055e-15 1.478331898000306262e-10 1.038580382780665037e-10 1.038698185333833108e-10
2.457738325567332538e+02 6.743562819103314189e-15 1.386198649486859556e-10 9.738532121900240619e-11 9.739636610159707927e-11
2.514986405412885517e+02 6.322661449292232230e-15 1.299948672438826038e-10 9.132593183635151853e-11 9.133628855336430787e-11
2.573567964340369372e+02 5.926805955290080424e-15 1.218877118444075103e-10 8.563034198750198229e-11 8.564005162074027927e-11
2.633514063067745496e+02 5.555869722896142816e-15 1.142889695781879581e-10 8.029193385228512982e-11 8.030103706947899111e-11
2.694856485810039999e+02 5.207847150429494659e-15 1.071597356189998191e-10 7.528337321201735059e-11 7.529190746195488613e-11
2.757627757131753583e+02 4.881528192858660535e-15 1.004744339697033116e-10 7.058669270051457656e-11 7.059469344400798638e-11
2.821861159191817023e+02 4.575512294250404305e-15 9.420454411801351657e-11 6.618185540039947921e-11 6.618935580307244869e-11
2.887590749390232077e+02 4.288513926985364921e-15 8.832397140932215438e-11 6.205052858587212647e-11 6.205755972530756520e-11
2.954851378425755684e+02 4.019634170850625006e-15 8.281299775768663698e-11 5.817886079220368178e-11 5.818545223494678456e-11
3.023678708774202164e+02 3.767303605059762961e-15 7.764166492391547594e-11 5.454580310901404467e-11 5.455198192388134269e-11
3.094109233597160369e+02 3.530539091102556711e-15 7.278949436950613574e-11 5.113696890076937059e-11 5.114276053735290885e-11
3.166180296091148989e+02 3.308646332367368917e-15 6.824121718362282544e-11 4.794163217297269745e-11 4.794706092150527379e-11
3.239930109287475943e+02 3.099817709118041249e-15 6.396353045732675756e-11 4.493639278453481209e-11 4.494148008397983164e-11
3.315397776313291729e+02 2.904824359090868710e-15 5.996524197673658632e-11 4.212744523730696305e-11 4.213221358084409879e-11
3.392623311124586394e+02 2.721963888670185863e-15 5.621549474380945090e-11 3.949310745880277174e-11 3.949757668307572909e-11
3.471647659722117965e+02 2.550505488236653822e-15 5.269912192786238017e-11 3.702272435606912359e-11 3.702691309092359793e-11
3.552512721861523346e+02 2.389831293005831602e-15 4.940313430781685215e-11 3.470717082116758165e-11 3.471109667962144141e-11
3.635261373269124761e+02 2.239144675975768363e-15 4.631177259927659356e-11 3.253537481532710470e-11 3.253905412325097903e-11
3.719937488375205703e+02 2.097915726093189992e-15 4.341382690779245257e-11 3.049946129740963920e-11 3.050290950593258524e-11
3.806585963576817448e+02 1.965530194455172995e-15 4.069684293289197974e-11 2.859068051993808057e-11 2.859391207897872468e-11
3.895252741042439766e+02 1.841420628132980549e-15 3.814928379136821416e-11 2.680092729571149447e-11 2.680395573043197429e-11
3.985984833071127014e+02 1.725069930583193091e-15 3.576059745197887639e-11 2.512278837860200412e-11 2.512562637067909703e-11
4.078830347019056148e+02 1.616046568017461719e-15 3.352174188947911401e-11 2.354991159278511692e-11 2.355257111304273177e-11
4.173838510806676823e+02 1.513861096886302218e-15 3.142282521075674934e-11 2.207534737466893039e-11 2.207783959709011728e-11
4.271059699020011067e+02 1.418028414721529713e-15 2.945420351545743913e-11 2.069232023206036069e-11 2.069465554571004994e-11
4.370545459619924600e+02 1.328198475453564497e-15 2.760850807065631099e-11 1.939565353737982382e-11 1.939784175748368907e-11
4.472348541273535716e+02 1.244048510500361695e-15 2.587891031719404098e-11 1.818055017404736967e-11 1.818260057709310463e-11
4.576522921322261936e+02 1.165073892482536696e-15 2.425573849955383395e-11 1.704021472229319730e-11 1.704213577978591789e-11
4.683123834401315548e+02 1.091398791827466265e-15 2.273964291174077653e-11 1.597510586091889051e-11 1.597690619456610218e-11
4.792207801725841705e+02 1.022109068822390144e-15 2.131443030722748440e-11 1.497384477477428781e-11 1.497553158429812018e-11
4.903832661059210523e+02 9.571300907817986456e-16 1.997769792217302948e-11 1.403474427078789785e-11 1.403632460955808525e-11
5.018057597379372510e+02 8.962617943811066370e-16 1.872503974051325034e-11 1.315470924995084956e-11 1.315618983425816065e-11
5.134943174259509533e+02 8.391446531124438138e-16 1.754954288555041932e-11 1.232888271513955617e-11 1.233026968734149348e-11
5.254551365979647244e+02 7.856046074713001995e-16 1.644737847861972466e-11 1.155457498570745090e-11 1.155587419646758468e-11
5.376945590386236518e+02 7.354830605889610010e-16 1.541502304084128948e-11 1.082931094760921475e-11 1.083052797983218551e-11
5.502190742517137778e+02 6.885217183953266383e-16 1.444739111392810161e-11 1.014951767277655994e-11 1.015065769308686567e-11
5.630353229009825782e+02 6.444544855852463711e-16 1.353932870399252403e-11 9.511573995510866903e-12 9.512641743912625549e-12
5.761501003311070690e+02 6.032678443904688058e-16 1.268984492545307565e-11 8.914784471068675368e-12 8.915784645664915703e-12
5.895703601706752579e+02 5.646304404221738881e-16 1.189281760673943146e-11 8.354847395207823433e-12 8.355784169112027579e-12
6.033032180190922418e+02 5.284079765058571848e-16 1.114538143138241769e-11 7.829749883392229327e-12 7.830627211047466132e-12
6.173559552193651143e+02 4.944689509153092124e-16 1.044476431198423843e-11 7.337544513526585701e-12 7.338366130637546215e-12
6.317360227187673445e+02 4.626632376249609089e-16 9.787912784709763119e-12 6.876086088772561029e-12 6.876855485268220726e-12
6.464510450194298983e+02 4.327783576645165016e-16 9.170794042860544617e-12 6.442541096730060486e-12 6.443261424619620275e-12
6.615088242209528744e+02 4.048777394534300270e-16 8.593953914078138214e-12 6.037293734222038079e-12 6.037968228304035788e-12
6.769173441571822423e+02 3.787411439221339937e-16 8.053288254800313785e-12 5.657460287241285705e-12 5.658091833186580693e-12
6.926847746293440196e+02 3.542774444193729099e-16 7.546872419312922372e-12 5.301688674776037055e-12 5.302280008747241007e-12
7.088194757377812039e+02 3.313518864089797850e-16 7.072046925300703764e-12 4.968110410038627311e-12 4.968664049171729947e-12
7.253300023145894784e+02 3.099087931573019917e-16 6.627531063607639209e-12 4.655825882549209744e-12 4.656344250535731479e-12
7.422251084595025077e+02 2.897814495257946399e-16 6.210197156393580569e-12 4.362637497709822690e-12 4.363122752808335194e-12
7.595137521814315278e+02 2.709428671774852602e-16 5.819256459489598100e-12 4.087991362810937324e-12 4.088445612174794734e-12
7.772051001481202093e+02 2.532729718163290411e-16 5.452421060029871591e-12 3.830279962970662629e-12 3.830705123396602021e-12
7.953085325464330708e+02 2.367057161071242609e-16 5.108290476234059071e-12 3.588519452097487520e-12 3.588917329958415527e-12
8.138336480558549511e+02 2.212253822076089675e-16 4.786340815927662020e-12 3.362341974169812293e-12 3.362714345210035375e-12
8.327902689378379364e+02 2.067308622142431501e-16 4.484643361087959968e-12 3.150392390967816215e-12 3.150740870017280138e-12
8.521884462436941021e+02 1.931810481425894525e-16 4.202270122277992656e-12 2.952018839014055876e-12 2.952344970681678130e-12
8.720384651437963157e+02 1.804812026716481522e-16 3.937419009524884816e-12 2.765955144255063117e-12 2.766260322125411010e-12
8.923508503809113108e+02 1.685905913077035839e-16 3.689202966221907007e-12 2.591578167179009233e-12 2.591863716516273629e-12
9.131363718505583620e+02 1.574296628792365605e-16 3.456096024544407168e-12 2.427815753832288619e-12 2.428082873060306229e-12
9.344060503113491905e+02 1.469925929400745854e-16 3.237823556030009805e-12 2.274475121041396549e-12 2.274724994609222229e-12
9.561711632283413564e+02 1.372333418961969422e-16 3.033461274934866201e-12 2.130906904177368402e-12 2.131140642470176213e-12
9.784432507524987841e+02 1.281153865324586647e-16 2.842237576119009395e-12 1.996569044607686429e-12 1.996787697289378713e-12
1.001234121839432532e+03 1.195817795673523304e-16 2.663042851049960344e-12 1.870681942962618945e-12 1.870886467838466048e-12
1.024555860510666207e+03 1.115770100843957679e-16 2.494803573106312034e-12 1.752491341538736505e-12 1.752682607513830648e-12
1.048420832260742600e+03 1.040939097703931144e-16 2.337279346867966177e-12 1.641828447127390955e-12 1.642007308830211649e-12
1.072841690613573974e+03 9.707897528189693384e-17 2.189440152952580902e-12 1.537969564889846069e-12 1.538136791090028796e-12
1.097831383831507083e+03 9.051374438530319576e-17 2.050873217118353692e-12 1.440624739829059779e-12 1.440781068403993800e-12
1.123403161780664050e+03 8.438788933851027692e-17 1.921309402368850269e-12 1.349604951521240334e-12 1.349751101932393883e-12
1.149570582956195722e+03 7.865585837011365150e-17 1.799875972676365951e-12 1.264297008099962039e-12 1.264433626993608439e-12
1.176347521671176310e+03 7.329610315655772911e-17 1.686117830886575339e-12 1.184381200238437370e-12 1.184508898511353121e-12
1.203748175412947148e+03 6.825944989496517887e-17 1.579090423545428674e-12 1.109193877612510679e-12 1.109313186865222757e-12
1.231787072370812666e+03 6.357292813669396897e-17 1.479225690505739160e-12 1.039038620803756774e-12 1.039150114610763312e-12
1.260479079139078749e+03 5.921265622588968150e-17 1.386048194241268850e-12 9.735814034046677050e-13 9.736856168426507134e-13
1.289839408599517355e+03 5.511643101243115285e-17 1.298385540947527570e-12 9.119984668555327152e-13 9.120958348828323905e-13
1.319883627987438331e+03 5.128747927552647782e-17 1.216246911410273379e-12 8.542963203714547448e-13 8.543872819334115363e-13
1.350627667145643500e+03 4.771271999080133933e-17 1.139359663579927013e-12 8.002834276848379895e-13 8.003684005707888901e-13
1.382087826970639981e+03 4.437013153395284468e-17 1.067283445629088225e-12 7.496504130714814121e-13 7.497297790868339945e-13
1.414280788055591302e+03 4.124557248234895438e-17 9.997269214884143967e-13 7.021926034306594407e-13 7.022667212397481313e-13
1.447223619534589034e+03 3.832526099205983410e-17 9.364034236793246523e-13 6.577086082707028119e-13 6.577778137205949615e-13
1.480933788132933159e+03 3.559943368805601509e-17 8.771101114647244440e-13 6.160559276166371052e-13 6.161205408069191635e-13
1.515429167428221490e+03 3.304999753234050783e-17 8.214807332103672289e-13 5.769772501076586463e-13 5.770375612330806413e-13
1.550728047327156446e+03 3.067155719974837614e-17 7.693978467138911289e-13 5.403900763097410661e-13 5.404463669258756136e-13
1.586849143763097118e+03 2.845436652114392544e-17 7.206602708805738440e-13 5.061530707697827742e-13 5.062056064720268167e-13
1.623811608619492517e+03 2.638483456937775677e-17 6.749937263087200541e-13 4.740735367412837705e-13 4.741225608473213768e-13
1.661635039884465186e+03 2.445096125991483640e-17 6.321510894313263854e-13 4.439778611386223416e-13 4.440235970235560810e-13
1.700339492041924359e+03 2.265706804784692186e-17 5.922165274953375263e-13 4.159251829670097773e-13 4.159678619365062517e-13
1.739945486704718178e+03 2.097748719712486752e-17 5.546726601407401556e-13 3.895520090783256349e-13 3.895918196015755731e-13
1.780474023495464280e+03 1.941161859084178928e-17 5.194979952197596053e-13 3.648432521824054759e-13 3.648803816206878590e-13
1.821946591180826999e+03 1.795208161867115703e-17 4.865433876423351465e-13 3.416941300168853919e-13 3.417287538600578511e-13
1.864385179065148350e+03 1.659238130409118917e-17 4.556757519102148966e-13 3.200111451846076702e-13 3.200434283310094500e-13
1.907812288649465017e+03 1.532605288605270024e-17 4.267613108815939609e-13 2.997003156833877792e-13 2.997304123920700068e-13
1.952250945562105017e+03 1.414714022074747687e-17 3.996775919578629114e-13 2.806756004989413263e-13 2.807036551575237694e-13
1.997724711767177951e+03 1.305157002173260791e-17 3.743436268659356593e-13 2.628801146297083603e-13 2.629062652664031717e-13
2.044257698057442440e+03 1.203076178505151567e-17 3.505778668460122744e-13 2.461863178902458990e-13 2.462106879233275621e-13
2.091874576838166377e+03 1.108435209095756641e-17 3.283830073343691383e-13 2.305960956581841645e-13 2.306188088398453448e-13
2.140600595208763480e+03 1.019935033244793602e-17 3.074696054753304388e-13 2.159061238962609307e-13 2.159272807467189760e-13
2.190461588349138765e+03 9.372472189725189038e-18 2.877662369833433061e-13 2.020662292797892806e-13 2.020859248047969072e-13
2.241483993217843818e+03 8.611779031897755689e-18 2.694810685293933841e-13 1.892226182699165930e-13 1.892409639649405854e-13
2.293694862569300767e+03 7.905573436585607661e-18 2.523481650528239953e-13 1.771884853268048420e-13 1.772055714539172848e-13
2.347121879297532814e+03 7.250799281144027419e-18 2.363076398180640381e-13 1.659217554446027202e-13 1.659376674690978866e-13
2.401793371113999456e+03 6.642538224120564532e-18 2.212492450960745186e-13 1.553449849673395706e-13 1.553597995944999402e-13
2.457738325567324409e+03 6.079251219704635094e-18 2.071497851801904093e-13 1.454418704799301140e-13 1.454556625057978762e-13
2.514986405412877502e+03 5.556875326483943023e-18 1.939176888040484925e-13 1.361480883951776580e-13 1.361609253809599408e-13
2.573567964340360959e+03 5.075657169543390986e-18 1.815796666577975014e-13 1.274823831961658362e-13 1.274943345438725248e-13
2.633514063067736970e+03 4.630920534613157080e-18 1.700260308747122502e-13 1.193677090494727894e-13 1.193788355311048895e-13
2.694856485810031245e+03 4.220138821901101935e-18 1.592048285158867162e-13 1.117675676302530011e-13 1.117779258796355517e-13
2.757627757131744602e+03 3.840042021195353510e-18 1.490390564162729709e-13 1.046278719776496737e-13 1.046375126039536534e-13
2.821861159191807474e+03 3.490512911453178176e-18 1.395454229900279333e-13 9.796034173222035302e-14 9.796931636777497645e-14
2.887590749390221845e+03 3.168289006225278405e-18 1.306450225626752519e-13 9.170955542574633030e-14 9.171790956100824343e-14
2.954851378425745679e+03 2.873280461274482127e-18 1.223584167069068936e-13 8.588993572530512696e-14 8.589771610397604487e-14
3.023678708774191364e+03 2.601466285942564256e-18 1.145765112788311096e-13 8.042486804961892851e-14 8.043211311162753756e-14
3.094109233597149341e+03 2.352200689670172183e-18 1.072998456872720326e-13 7.531471751306706682e-14 7.532146549970150056e-14
3.166180296091138189e+03 2.122980879255328427e-18 1.004625088760832975e-13 7.051319531617187231e-14 7.051947943516335291e-14
3.239930109287465257e+03 1.912966199115664050e-18 9.405599340159382792e-14 6.601431618899527687e-14 6.602016880108615449e-14
3.315397776313280701e+03 1.720155222102066773e-18 8.802685115064434667e-14 6.178054510315604565e-14 6.178599450295934499e-14
3.392623311124575594e+03 1.544546453985560986e-18 8.239938700472136188e-14 5.782893141734531076e-14 5.783400739555102258e-14
3.471647659722106255e+03 1.384774802696125464e-18 7.714485346256355203e-14 5.413928021737460502e-14 5.414401026601929660e-14
3.552512721861511181e+03 1.239219477970670410e-18 7.222093676991933489e-14 5.068187502220029557e-14 5.068628340192970198e-14
3.635261373269112028e+03 1.106938170541439194e-18 6.761150125943752287e-14 4.744537702850892982e-14 4.744948664479874822e-14
3.719937488375192970e+03 9.868814979349330779e-19 6.329442253366813839e-14 4.441424427367220874e-14 4.441807626721113297e-14
3.806585963576804716e+03 8.781464493176260565e-19 5.925279403568006695e-14 4.157659798001279369e-14 4.158017210807293288e-14
3.895252741042425896e+03 7.798539868735250849e-19 5.546945947241785273e-14 3.892038467403571923e-14 3.892371930671535425e-14
3.985984833071113371e+03 6.911267012641056405e-19 5.192525421345337454e-14 3.643214230857930250e-14 3.643525430620506606e-14
4.078830347019041255e+03 6.112476321305387849e-19 4.860815888133906061e-14 3.410342404378495142e-14 3.410632926561017751e-14
4.173838510806661361e+03 5.394533382452448273e-19 4.550169041058040475e-14 3.192265118867208395e-14 3.192536420039129176e-14
4.271059699019994696e+03 4.751881151659334242e-19 4.260102586244096706e-14 2.988642763730778064e-14 2.988896251955576085e-14
4.370545459619906978e+03 4.175738655994059806e-19 3.987707614243067197e-14 2.797433086915342067e-14 2.797669958091160971e-14
4.472348541273518094e+03 3.659346964548880121e-19 3.730976211065271718e-14 2.617226264609451229e-14 2.617447565448361172e-14
4.576522921322243747e+03 3.201707638717685640e-19 3.492343163593196272e-14 2.449729519289137636e-14 2.449936451345619424e-14
4.683123834401297245e+03 2.795045726429318368e-19 3.268799496632149464e-14 2.292830674197951255e-14 2.293024224160919778e-14
4.792207801725821810e+03 2.434878215685323179e-19 3.059671228483831954e-14 2.146055885011466211e-14 2.146236984460028668e-14
4.903832661059191196e+03 2.116433510540214212e-19 2.863770244386066185e-14 2.008570680576199716e-14 2.008740173464873391e-14
5.018057597379352956e+03 1.835743781528842964e-19 2.680403399306147243e-14 1.879887886918037441e-14 1.880046564019275736e-14
5.134943174259489751e+03 1.588916142165400436e-19 2.508703946121209425e-14 1.759398598766412062e-14 1.759547186992456753e-14
5.254551365979627008e+03 1.372789181915309255e-19 2.348399872330283520e-14 1.646911119146866227e-14 1.647050322992162896e-14
5.376945590386216281e+03 1.183472117771992027e-19 2.197960050150820497e-14 1.541350666796680142e-14 1.541481084007569511e-14
5.502190742517117542e+03 1.018280532740260806e-19 2.057064367736407675e-14 1.442491932279073847e-14 1.442614136768974542e-14
5.630353229009805546e+03 8.746269395847191078e-20 1.925296556142600113e-14 1.350042185638248016e-14 1.350156722237548848e-14
5.761501003311050226e+03 7.498990952119404746e-20 1.801851102557022102e-14 1.263435764830724185e-14 1.263543123423054041e-14
5.895703601706730296e+03 6.419134905461440212e-20 1.686266064633222203e-14 1.182348014797958696e-14 1.182448654388307670e-14
6.033032180190901272e+03 5.486650318493455651e-20 1.578078648654052193e-14 1.106453721835187337e-14 1.106548071236485192e-14
6.173559552193627496e+03 4.682456549643285485e-20 1.476594735278239656e-14 1.035265522376640669e-14 1.035353964679306415e-14
6.317360227187651617e+03 3.991910436478560426e-20 1.381772869602874329e-14 9.687537412526807572e-15 9.688366592914118363e-15
6.464510450194275109e+03 3.396564395079235668e-20 1.292103432719789039e-14 9.058593330876917240e-15 9.059370083819449451e-15
6.615088242209505552e+03 2.890160659470014114e-20 1.209120940706463004e-14 8.476576796212128130e-15 8.477305030929730753e-15
6.769173441571798321e+03 2.457375297441005464e-20 1.131408496944636255e-14 7.931548262165003107e-15 7.932230948140834452e-15
6.926847746293415184e+03 2.088215606091473889e-20 1.058660262708340139e-14 7.421358849540598736e-15 7.421998766431013139e-15
7.088194757377787937e+03 1.774721245702485768e-20 9.909586433660425845e-15 6.946581836370109228e-15 6.947181875189447186e-15
7.253300023145870000e+03 1.507257527811640201e-20 9.272281550087191795e-15 6.499673462923214343e-15 6.500235799803651790e-15
7.422251084595000066e+03 1.280078412622367569e-20 8.676031922693733137e-15 6.081572304274701872e-15 6.082099247153121001e-15
7.595137521814290267e+03 1.087200423403744314e-20 8.117695354835140888e-15 5.690072232326241332e-15 5.690565908948489078e-15
7.772051001481176172e+03 9.236160473848878754e-21 7.595225830380769081e-15 5.323735890054881009e-15 5.324198324076158212e-15
7.953085325464303423e+03 7.849206942741609110e-21 7.106208749488095718e-15 4.980867850407653743e-15 4.981300934973329929e-15
8.138336480558523363e+03 6.673287933367632222e-21 6.648335140653207161e-15 4.659847030877218771e-15 4.660252535870109913e-15
8.327902689378352079e+03 5.676877454869235414e-21 6.220137818199177020e-15 4.359642670875330602e-15 4.360022300811157838e-15
8.521884462436913964e+03 4.831510482101507900e-21 5.818943935130360770e-15 4.078379173465315255e-15 4.078734481775998742e-15
8.720384651437934735e+03 4.115336028283727525e-21 5.444458118784626917e-15 3.815847601785779446e-15 3.816180156830339911e-15
8.923508503809085596e+03 3.508392457222976313e-21 5.095207568738585243e-15 3.571013923814572114e-15 3.571325220825139500e-15
9.131363718505554061e+03 2.991082262764668566e-21 4.766479310062582134e-15 3.340573344892194620e-15 3.340864578907048580e-15
9.344060503113461891e+03 2.551286938172501314e-21 4.458988547989996386e-15 3.125025835135821120e-15 3.125298278893250273e-15
9.561711632283382642e+03 2.176792591311539405e-21 4.171010418246431460e-15 2.923161303488936261e-15 2.923416131283833247e-15
9.784432507524956236e+03 1.857980848875053102e-21 3.901892962296263106e-15 2.734521773627692230e-15 2.734760133916332964e-15
1.001234121839429463e+04 1.585952805535150852e-21 3.649730055799793172e-15 2.557770421282997529e-15 2.557993344938080106e-15
1.024555860510662933e+04 1.354019199598772623e-21 3.414095193552752310e-15 2.392607532038218666e-15 2.392816034063132245e-15
1.048420832260739189e+04 1.155966889490545405e-21 3.193517974986059884e-15 2.238001895965690914e-15 2.238196899185936694e-15
1.072841690613570427e+04 9.868523231266837315e-22 2.987197743578867589e-15 2.093391777727968138e-15 2.093574162068150184e-15
1.097831383831503445e+04 8.424114852144063357e-22 2.794209100741013201e-15 1.958128100210119094e-15 1.958298677063674064e-15
1.123403161780660230e+04 7.189813171661072161e-22 2.613544381188497312e-15 1.831504206498571760e-15 1.831663735514005186e-15
1.149570582956191902e+04 6.135370937118039306e-22 2.444488448144433383e-15 1.713018506723744943e-15 1.713167700288222765e-15
1.176347521671172399e+04 5.236061086851909887e-22 2.286755233746427621e-15 1.602470144827857099e-15 1.602609701307772502e-15
1.203748175412943419e+04 4.468073169820503365e-22 2.139199783696318381e-15 1.499056414650757276e-15 1.499186957738272445e-15
1.231787072370808710e+04 3.808531159101799493e-22 1.999589063887553467e-15 1.401212172687381235e-15 1.401334174217712546e-15
1.260479079139074383e+04 3.248057495578226116e-22 1.869965007197385467e-15 1.310368078304745785e-15 1.310482165905156902e-15
1.289839408599513081e+04 2.770050435099535686e-22 1.748804795116099679e-15 1.225456741666443018e-15 1.225563420702562002e-15
1.319883627987434193e+04 2.362232144537300762e-22 1.635447621133399273e-15 1.146014878482788720e-15 1.146114631870836052e-15
1.350627667145638952e+04 2.014508692075263696e-22 1.529486705447967417e-15 1.071757240541051483e-15 1.071850521897909366e-15
1.382087826970635251e+04 1.717695529064473587e-22 1.430214930269026735e-15 1.002188142211286336e-15 1.002275359300932997e-15
1.414280788055586527e+04 1.464673675497507255e-22 1.337423427407668487e-15 9.371610639056556998e-16 9.372426143254690441e-16
1.447223619534584213e+04 1.248929538164658553e-22 1.250649111030997305e-15 8.763513625822849790e-16 8.764276185644321662e-16
1.480933788132928203e+04 1.064782242596808903e-22 1.169340705420101226e-15 8.193726163468723781e-16 8.194438999407236577e-16
1.515429167428216351e+04 9.078020744920840018e-23 1.093326322935821225e-15 7.661042665381082585e-16 7.661709034275921719e-16
1.550728047327151398e+04 7.744774561922699265e-23 1.022777062603914835e-15 7.166661014397805867e-16 7.167284382704633852e-16
1.586849143763091524e+04 6.601425628480689549e-23 9.561092691859718709e-16 6.699483351992542089e-16 6.700065988455783241e-16
1.623811608619486469e+04 5.628191637814118881e-23 8.939501954665656940e-16 6.263904155348524588e-16 6.264448842265472118e-16
1.661635039884459184e+04 4.798219420872445618e-23 8.358023933010012341e-16 5.856437020908507939e-16 5.856946207704491026e-16
1.700339492041918493e+04 4.089934526859565156e-23 7.813324132998216117e-16 5.474744807524501246e-16 5.475220741509178394e-16
1.739945486704712312e+04 3.486026549627777849e-23 7.303846658414072220e-16 5.117736723530053952e-16 5.118181566500356434e-16
1.780474023495458096e+04 2.971534148737701286e-23 6.828037602958045825e-16 4.784323430251978918e-16 4.784739216081098634e-16
1.821946591180820906e+04 2.532982230640102392e-23 6.383249486939719265e-16 4.472649383783043141e-16 4.473038017494078187e-16
1.864385179065142074e+04 2.158977807590439157e-23 5.967066483752032096e-16 4.181021419376137032e-16 4.181384650958054379e-16
1.907812288649458787e+04 1.840147818694489727e-23 5.577911327688681831e-16 3.908333996141965910e-16 3.908673478727219012e-16
1.952250945562098423e+04 1.570182157434589063e-23 5.218757471420384770e-16 3.656670234752888801e-16 3.656987847400126740e-16
1.997724711767171175e+04 1.338055649463907531e-23 4.877716365484386402e-16 3.417699703766431533e-16 3.417996503751621960e-16
2.044257698057435482e+04 1.140088534735790031e-23 4.558480726490387550e-16 3.194009591343303196e-16 3.194286909583389292e-16
2.091874576838159555e+04 9.715217159256381617e-24 4.260522010507553194e-16 2.985229323000348360e-16 2.985488462991489437e-16
